batter,april_pa,april_actual_woba,april_xwoba,park_factor,bip,hits_bip,hard_hit_count,total_batted,babip,babip_luck,xwoba_gap,xwoba_park_adj,hard_hit_rate,luck_score,signal,outcome_pa,outcome_woba,woba_change,outcome
519317,120,0.3729166666666667,0.32172140297686563,1.01,62.0,19.0,39.0,74.0,0.3064516129032258,0.006451612903225823,0.05119526368980104,0.3185360425513521,0.527027027027027,0.03329780337517095,SLIGHT_SELL,184,0.3497282608695652,0.031192218318213116,IMPROVED
521692,126,0.4317460317460317,0.44166232517054477,0.96,93.0,33.0,49.0,94.0,0.3548387096774194,0.054838709677419384,-0.009916293424513056,0.4600649220526508,0.5212765957446809,0.015985707816259923,NEUTRAL,313,0.3137380191693291,-0.14632690288332173,DECLINED
527038,92,0.3108695652173913,0.29272022818678295,0.96,68.0,19.0,20.0,66.0,0.27941176470588236,-0.02058823529411763,0.018149337030608337,0.30491690436123225,0.30303030303030304,0.002654308100717949,NEUTRAL,162,0.27283950617283953,-0.032077398188392725,DECLINED
542303,136,0.40588235294117647,0.46254954145338106,1.02,84.0,27.0,48.0,86.0,0.32142857142857145,0.021428571428571463,-0.05666718851220459,0.453479942601354,0.5581395348837209,-0.025428884535894168,SLIGHT_BUY,333,0.396996996996997,-0.056482945604357016,DECLINED
543760,147,0.36462585034013606,0.37202350027410636,1.06,108.0,29.0,39.0,113.0,0.26851851851851855,-0.031481481481481444,-0.007397649933970296,0.35096556629632675,0.34513274336283184,-0.017031182552974755,NEUTRAL,346,0.31517341040462427,-0.03579215589170248,DECLINED
543807,140,0.31142857142857144,0.3271257481524701,1.01,100.0,26.0,39.0,103.0,0.26,-0.03999999999999998,-0.015697176723898643,0.3238868793588813,0.3786407766990291,-0.02541830603433918,SLIGHT_BUY,296,0.3331081081081081,0.009221228749226817,FLAT
547180,127,0.32637795275590553,0.3534362489161676,1.03,70.0,17.0,38.0,78.0,0.24285714285714285,-0.057142857142857134,-0.027058296160262063,0.34314198923899764,0.48717948717948717,-0.039092120553300094,SLIGHT_BUY,292,0.4049657534246575,0.06182376418565988,IMPROVED
553869,114,0.33070175438596494,0.2728417946721056,1.12,76.0,27.0,20.0,79.0,0.35526315789473684,0.05526315789473685,0.05785995971385932,0.24360874524295142,0.25316455696202533,0.05682123898621033,SELL_HIGH,192,0.31197916666666664,0.06837042142371522,IMPROVED
553993,138,0.2967391304347826,0.30078254259187953,1.0,81.0,25.0,30.0,86.0,0.30864197530864196,0.00864197530864197,-0.004043412157096915,0.30078254259187953,0.3488372093023256,0.0010307428291986389,NEUTRAL,292,0.3261986301369863,0.02541608754510677,IMPROVED
571448,141,0.3117021276595745,0.2937862972496254,1.0,99.0,32.0,27.0,99.0,0.32323232323232326,0.02323232323232327,0.017915830409949096,0.2937862972496254,0.2727272727272727,0.020042427538898767,SLIGHT_SELL,295,0.3216949152542373,0.027908618004611918,IMPROVED
571745,123,0.3117886178861789,0.3104891575241445,0.97,70.0,20.0,31.0,71.0,0.2857142857142857,-0.01428571428571429,0.001299460362034377,0.3200919149733449,0.43661971830985913,-0.004934609497065091,NEUTRAL,221,0.28031674208144797,-0.039775172891896915,DECLINED
572191,94,0.2803191489361702,0.28104912610085353,0.96,50.0,21.0,21.0,54.0,0.42,0.12,-0.0007299771646833153,0.29275950635505577,0.3888888888888889,0.04756201370119001,SELL_HIGH,137,0.24854014598540144,-0.04421936036965432,DECLINED
572233,149,0.39664429530201345,0.4036743856000109,1.0,83.0,27.0,50.0,94.0,0.3253012048192771,0.025301204819277112,-0.007030090297997449,0.4036743856000109,0.5319148936170213,0.0059024277489123774,NEUTRAL,324,0.3325617283950617,-0.07111265720494919,DECLINED
575929,118,0.3699152542372881,0.3648092849264492,1.0,64.0,21.0,26.0,65.0,0.328125,0.02812500000000001,0.005105969310838898,0.3648092849264492,0.4,0.014313581586503343,NEUTRAL,161,0.3987577639751553,0.03394847904870607,IMPROVED
592192,132,0.40075757575757576,0.347365653716964,0.98,77.0,24.0,33.0,85.0,0.3116883116883117,0.011688311688311692,0.05339192204061177,0.3544547486907796,0.38823529411764707,0.03671047789969174,SLIGHT_SELL,260,0.27865384615384614,-0.07580090253693345,DECLINED
592206,137,0.2416058394160584,0.2660768942570109,1.03,89.0,20.0,35.0,94.0,0.2247191011235955,-0.07528089887640449,-0.024471054840952522,0.25832708180292324,0.3723404255319149,-0.04479499245513331,BUY_LOW,324,0.3373456790123457,0.07901859720942245,IMPROVED
592273,109,0.2922018348623853,0.3102662253875157,0.95,73.0,21.0,29.0,74.0,0.2876712328767123,-0.012328767123287676,-0.01806439052513037,0.32659602672370075,0.3918918918918919,-0.015770141164393292,NEUTRAL,112,0.22767857142857142,-0.09891745529512933,DECLINED
592450,152,0.33881578947368424,0.3589889116149832,1.01,77.0,21.0,47.0,85.0,0.2727272727272727,-0.027272727272727282,-0.02017312214129896,0.3554345659554289,0.5529411764705883,-0.02301296419387029,SLIGHT_BUY,341,0.5338709677419355,0.17843640178650666,IMPROVED
592518,131,0.2961832061068702,0.31266469959662163,0.95,85.0,25.0,45.0,91.0,0.29411764705882354,-0.00588235294117645,-0.01648149348975142,0.32912073641749645,0.4945054945054945,-0.012241837270321432,NEUTRAL,300,0.3411666666666667,0.012045930249170222,FLAT
592626,92,0.35434782608695653,0.38697604443916883,1.0,53.0,16.0,25.0,57.0,0.3018867924528302,0.0018867924528301883,-0.0326282183522123,0.38697604443916883,0.43859649122807015,-0.018822214030195305,NEUTRAL,222,0.386936936936937,-3.910750223184989e-05,FLAT
592663,123,0.31422764227642275,0.32111323875928605,1.03,71.0,21.0,37.0,80.0,0.29577464788732394,-0.004225352112676051,-0.006885596482863299,0.31176042597988934,0.4625,-0.0058214987347884,NEUTRAL,143,0.322027972027972,0.010267546048082665,FLAT
592669,97,0.23969072164948454,0.26582344173515265,0.96,63.0,10.0,19.0,63.0,0.15873015873015872,-0.14126984126984127,-0.02613272008566811,0.27689941847411736,0.30158730158730157,-0.07218756855933738,BUY_LOW,218,0.3685779816513761,0.09167856317725875,IMPROVED
592696,83,0.1397590361445783,0.22313380285581996,1.0,55.0,6.0,20.0,53.0,0.10909090909090909,-0.19090909090909092,-0.08337476671124167,0.22313380285581996,0.37735849056603776,-0.12638849639038136,BUY_LOW,232,0.27801724137931033,0.05488343852349037,IMPROVED
593428,146,0.2732876712328767,0.31103847360126086,0.95,104.0,27.0,27.0,107.0,0.25961538461538464,-0.04038461538461535,-0.03775080236838413,0.3274089195802746,0.2523364485981308,-0.03880432757487662,SLIGHT_BUY,115,0.37347826086956526,0.04606934128929063,IMPROVED
593871,135,0.30703703703703705,0.301914654743083,0.97,68.0,17.0,27.0,66.0,0.25,-0.04999999999999999,0.005122382293954064,0.31125222138462166,0.4090909090909091,-0.016926570623627558,NEUTRAL,168,0.2970238095238095,-0.01422841186081214,FLAT
595777,131,0.3900763358778626,0.3596459063966751,0.95,87.0,30.0,36.0,92.0,0.3448275862068966,0.044827586206896586,0.030430429481187515,0.3785746383122896,0.391304347826087,0.03618929217147114,SLIGHT_SELL,321,0.37554517133956383,-0.0030294669727257695,FLAT
595879,108,0.24675925925925923,0.27523774625667274,0.98,76.0,20.0,30.0,79.0,0.2631578947368421,-0.0368421052631579,-0.02847848699741351,0.28085484311905384,0.379746835443038,-0.03182393430371126,SLIGHT_BUY,149,0.2120805369127517,-0.06877430620630215,DECLINED
596019,147,0.28979591836734697,0.3258711533737887,0.99,98.0,19.0,44.0,107.0,0.19387755102040816,-0.10612244897959183,-0.03607523500644172,0.3291627811856451,0.411214953271028,-0.06409412059570177,BUY_LOW,361,0.3696675900277008,0.04050480884205565,IMPROVED
600869,118,0.3135593220338983,0.25138603605866155,1.08,59.0,17.0,19.0,56.0,0.288135593220339,-0.011864406779660996,0.06217328597523675,0.23276484820246438,0.3392857142857143,0.03255820887327764,SLIGHT_SELL,296,0.31739864864864864,0.08463380044618427,IMPROVED
605113,101,0.2767326732673267,0.2803251797033249,0.96,74.0,23.0,21.0,73.0,0.3108108108108108,0.010810810810810811,-0.0035925064359981773,0.2920053955242968,0.2876712328767123,0.002168820462725418,NEUTRAL,105,0.2661904761904762,-0.025814919333820574,DECLINED
605137,138,0.283695652173913,0.272390088636246,0.96,89.0,19.0,36.0,92.0,0.21348314606741572,-0.08651685393258426,0.01130556353766704,0.2837396756627562,0.391304347826087,-0.027823403450433482,SLIGHT_BUY,310,0.3285483870967742,0.04480871143401799,IMPROVED
605141,158,0.45791139240506323,0.4272219555163697,0.99,110.0,41.0,51.0,114.0,0.37272727272727274,0.07272727272727275,0.030689436888693522,0.43153732880441387,0.4473684210526316,0.047504571224125214,SELL_HIGH,180,0.33055555555555555,-0.10098177324885832,DECLINED
606115,127,0.3346456692913386,0.2672543563606133,1.02,91.0,29.0,37.0,89.0,0.31868131868131866,0.01868131868131867,0.06739131293072531,0.2620140748633464,0.4157303370786517,0.04790731523096265,SELL_HIGH,274,0.26204379562043795,2.9720757091566963e-05,FLAT
606192,143,0.3356643356643357,0.31497841381506575,0.99,71.0,25.0,42.0,78.0,0.352112676056338,0.052112676056338014,0.020685921849269928,0.31816001395461185,0.5384615384615384,0.033256623532097164,SLIGHT_SELL,319,0.3639498432601881,0.045789829305576235,IMPROVED
606466,155,0.38,0.36873638370145667,1.0,102.0,34.0,59.0,115.0,0.3333333333333333,0.033333333333333326,0.011263616298543333,0.36873638370145667,0.5130434782608696,0.02009150311245933,SLIGHT_SELL,318,0.3915094339622642,0.022773050260807504,IMPROVED
607043,146,0.3304794520547945,0.4112945060127724,0.99,86.0,23.0,44.0,89.0,0.26744186046511625,-0.032558139534883734,-0.08081505395797789,0.4154489959724974,0.4943820224719101,-0.06151228818874022,BUY_LOW,325,0.35107692307692306,-0.06437207289557434,DECLINED
607208,154,0.38603896103896107,0.3395382545272126,1.03,109.0,47.0,52.0,110.0,0.43119266055045874,0.13119266055045875,0.04650070651174848,0.329648790803119,0.4727272727272727,0.08037748812723258,SELL_HIGH,168,0.38333333333333336,0.053684542530214374,IMPROVED
608070,140,0.32321428571428573,0.2888439260511035,0.98,107.0,27.0,41.0,107.0,0.2523364485981308,-0.047663551401869175,0.03437035966318225,0.2947387000521464,0.38317757009345793,0.0015567952371616789,NEUTRAL,324,0.3824074074074074,0.087668707355261,IMPROVED
608324,121,0.30330578512396694,0.2805838566655632,1.05,92.0,24.0,33.0,96.0,0.2608695652173913,-0.03913043478260869,0.022721928458403762,0.2672227206338697,0.34375,-0.002019016838001219,NEUTRAL,343,0.34183673469387754,0.07461401406000784,IMPROVED
608369,127,0.28818897637795277,0.3446272706022423,1.06,92.0,25.0,35.0,92.0,0.2717391304347826,-0.028260869565217395,-0.05643829422428953,0.32512006660588894,0.3804347826086957,-0.04516732436066068,BUY_LOW,294,0.3850340136054422,0.05991394699955327,IMPROVED
608385,130,0.36230769230769233,0.35803068740193844,1.0,77.0,26.0,29.0,81.0,0.33766233766233766,0.037662337662337675,0.0042770049057538895,0.35803068740193844,0.35802469135802467,0.017631138008387406,NEUTRAL,269,0.354275092936803,-0.003755594465135459,FLAT
608841,117,0.2602564102564103,0.29940201367530944,1.0,81.0,22.0,37.0,78.0,0.2716049382716049,-0.028395061728395066,-0.039145603418899166,0.29940201367530944,0.47435897435897434,-0.03484538674269753,SLIGHT_BUY,207,0.29130434782608694,-0.008097665849222502,FLAT
621020,133,0.29060150375939847,0.3317869013087051,1.0,78.0,24.0,33.0,78.0,0.3076923076923077,0.0076923076923077205,-0.04118539754930661,0.3317869013087051,0.4230769230769231,-0.02163431545266088,SLIGHT_BUY,267,0.27902621722846443,-0.05276068408024065,DECLINED
621438,86,0.3313953488372093,0.3427641006278735,0.99,59.0,19.0,23.0,65.0,0.3220338983050847,0.02203389830508473,-0.011368751790664211,0.3462263642705793,0.35384615384615387,0.001992308247635366,NEUTRAL,163,0.3150306748466258,-0.03119568942395351,DECLINED
621439,110,0.3054545454545455,0.2580929176021935,0.98,63.0,24.0,27.0,63.0,0.38095238095238093,0.08095238095238094,0.047361627852351984,0.26336012000223824,0.42857142857142855,0.06079792909236357,SELL_HIGH,208,0.39014423076923077,0.12678411076699253,IMPROVED
621466,83,0.3710843373493976,0.36503381640200633,0.99,40.0,9.0,21.0,45.0,0.225,-0.07499999999999998,0.00605052094739128,0.3687210266686933,0.4666666666666667,-0.026369687431565227,SLIGHT_BUY,118,0.261864406779661,-0.10685661988903228,DECLINED
621493,145,0.34206896551724136,0.38612738162219395,0.95,94.0,29.0,46.0,98.0,0.30851063829787234,0.008510638297872353,-0.04405841610495259,0.4064498753917831,0.46938775510204084,-0.023030794343822613,SLIGHT_BUY,315,0.29809523809523814,-0.10835463729654499,DECLINED
621566,140,0.31,0.3660945085997195,1.02,72.0,19.0,42.0,73.0,0.2638888888888889,-0.036111111111111094,-0.056094508599719484,0.35891618490168575,0.5753424657534246,-0.04810114960427613,BUY_LOW,326,0.319478527607362,-0.03943765729432375,DECLINED
623912,124,0.28911290322580646,0.2603738873925064,0.96,89.0,28.0,29.0,90.0,0.3146067415730337,0.01460674157303371,0.028739015833300074,0.2712227993671942,0.32222222222222224,0.02308610612919353,SLIGHT_SELL,121,0.30702479338842975,0.03580199402123557,IMPROVED
623993,133,0.34060150375939846,0.2952320317618702,1.04,91.0,22.0,30.0,90.0,0.24175824175824176,-0.05824175824175823,0.04536947199752828,0.28387695361718285,0.3333333333333333,0.003924979901813674,NEUTRAL,321,0.38037383177570094,0.0964968781585181,IMPROVED
624413,143,0.3503496503496504,0.32810581378781495,0.99,95.0,24.0,36.0,104.0,0.25263157894736843,-0.04736842105263156,0.02224383656183543,0.3314200139270858,0.34615384615384615,-0.005601066483951369,NEUTRAL,340,0.3416176470588235,0.010197633131737716,FLAT
624415,99,0.28939393939393937,0.2925313560917877,1.01,52.0,16.0,10.0,53.0,0.3076923076923077,0.0076923076923077205,-0.0031374166978483387,0.28963500603147296,0.18867924528301888,0.0011944730582140852,NEUTRAL,118,0.2877118644067797,-0.0019231416246932587,FLAT
624424,130,0.3273076923076923,0.33646912242776034,0.96,87.0,26.0,40.0,87.0,0.2988505747126437,-0.0011494252873562871,-0.009161430120068037,0.3504886691955837,0.45977011494252873,-0.005956628186983337,NEUTRAL,200,0.299,-0.0514886691955837,DECLINED
624428,85,0.28,0.3118215559440559,0.96,57.0,14.0,13.0,52.0,0.24561403508771928,-0.054385964912280704,-0.03182155594405589,0.3248141207750583,0.25,-0.04084731953134582,BUY_LOW,138,0.2583333333333333,-0.06648078744172498,DECLINED
624585,136,0.31691176470588234,0.31774093306461365,0.96,75.0,22.0,30.0,74.0,0.29333333333333333,-0.006666666666666654,-0.0008291683587313137,0.3309801386089726,0.40540540540540543,-0.00316416768190545,NEUTRAL,275,0.3441818181818182,0.013201679572845626,FLAT
630105,139,0.35215827338129496,0.3870432508508417,0.95,94.0,27.0,41.0,99.0,0.2872340425531915,-0.012765957446808474,-0.03488497746954672,0.40741394826404387,0.41414141414141414,-0.02603736946045142,SLIGHT_BUY,316,0.32547468354430376,-0.08193926471974011,DECLINED
641313,107,0.2757009345794392,0.24074437348440728,0.96,66.0,25.0,21.0,63.0,0.3787878787878788,0.0787878787878788,0.03495656109503195,0.25077538904625757,0.3333333333333333,0.052489088172170684,SELL_HIGH,141,0.19645390070921986,-0.054321488337037704,DECLINED
641355,109,0.32889908256880734,0.3280888307782157,1.0,71.0,17.0,26.0,70.0,0.23943661971830985,-0.06056338028169014,0.0008102517905916318,0.3280888307782157,0.37142857142857144,-0.02373920103832108,SLIGHT_BUY,256,0.34296875,0.014879919221784277,FLAT
641487,113,0.3084070796460177,0.30631121972425335,0.97,77.0,20.0,22.0,71.0,0.2597402597402597,-0.04025974025974027,0.0020958599217643648,0.315784762602323,0.30985915492957744,-0.014846380150837491,NEUTRAL,239,0.2974895397489539,-0.018295222853369097,DECLINED
641598,115,0.25565217391304346,0.26301979184836327,0.97,56.0,11.0,22.0,57.0,0.19642857142857142,-0.10357142857142856,-0.007367617935319815,0.2711544245859415,0.38596491228070173,-0.04584914218976331,BUY_LOW,253,0.2940711462450593,0.02291672165911779,IMPROVED
641680,107,0.305607476635514,0.25520620029571023,1.06,78.0,25.0,27.0,74.0,0.32051282051282054,0.02051282051282055,0.05040127633980379,0.24076056631670775,0.36486486486486486,0.038445894009010495,SLIGHT_SELL,261,0.2704980842911877,0.02973751797447996,IMPROVED
641857,138,0.39565217391304347,0.34195582184375123,1.12,80.0,35.0,46.0,83.0,0.4375,0.1375,0.05369635206929224,0.3053176980747779,0.5542168674698795,0.08721781124157535,SELL_HIGH,321,0.32850467289719626,0.023186974822418382,IMPROVED
641933,107,0.45514018691588787,0.41249325896983857,1.04,53.0,17.0,27.0,56.0,0.32075471698113206,0.02075471698113207,0.042646927946049296,0.3966281336248448,0.48214285714285715,0.033890043560082406,SLIGHT_SELL,249,0.35401606425702814,-0.04261206936781664,DECLINED
642133,105,0.25333333333333335,0.311468212067592,0.96,62.0,17.0,27.0,65.0,0.27419354838709675,-0.025806451612903236,-0.058134878734258655,0.324446054237075,0.4153846153846154,-0.04520350788571649,BUY_LOW,195,0.33051282051282055,0.006066766275745539,FLAT
642350,109,0.25871559633027524,0.29902653865096696,0.96,48.0,15.0,24.0,52.0,0.3125,0.012500000000000011,-0.04031094232069171,0.31148597776142395,0.46153846153846156,-0.019186565392415023,NEUTRAL,227,0.3011013215859031,-0.010384656175520868,FLAT
642708,115,0.35434782608695653,0.303616584389969,0.96,93.0,33.0,42.0,94.0,0.3548387096774194,0.054838709677419384,0.050731241696987506,0.31626727540621774,0.44680851063829785,0.052374228889160254,SELL_HIGH,171,0.3391812865497076,0.022914011143489843,IMPROVED
642715,145,0.40241379310344827,0.35009891198982995,1.02,87.0,29.0,36.0,86.0,0.3333333333333333,0.033333333333333326,0.05231488111361832,0.34323422744100973,0.4186046511627907,0.044722262001504316,SELL_HIGH,339,0.32772861356932154,-0.015505613871688195,DECLINED
642731,121,0.28057851239669424,0.2767052885947303,0.96,82.0,22.0,31.0,84.0,0.2682926829268293,-0.031707317073170704,0.003873223801963921,0.28823467561951077,0.36904761904761907,-0.01035899254808993,NEUTRAL,238,0.27121848739495796,-0.01701618822455281,DECLINED
643217,122,0.2459016393442623,0.2814910103311893,0.97,90.0,21.0,26.0,84.0,0.23333333333333334,-0.06666666666666665,-0.035589370986926994,0.2901969178672055,0.30952380952380953,-0.04802028925882286,BUY_LOW,222,0.2596846846846847,-0.030512233182520776,DECLINED
643396,103,0.33883495145631065,0.3544643110709515,1.01,72.0,24.0,20.0,72.0,0.3333333333333333,0.033333333333333326,-0.015629359614640848,0.35095476343658566,0.2777777777777778,0.003955717564548822,NEUTRAL,193,0.3603626943005181,0.009407930863932434,FLAT
643446,124,0.3064516129032258,0.31988695165283243,0.99,89.0,23.0,26.0,91.0,0.25842696629213485,-0.04157303370786514,-0.013435338749606618,0.323118132982659,0.2857142857142857,-0.024690416732910024,SLIGHT_BUY,262,0.2902671755725191,-0.032850957410139936,DECLINED
643565,105,0.40619047619047616,0.37875991102163414,1.0,62.0,21.0,24.0,57.0,0.3387096774193548,0.03870967741935483,0.027430565168842014,0.37875991102163414,0.42105263157894735,0.03194221006904714,SLIGHT_SELL,199,0.2655778894472362,-0.11318202157439794,DECLINED
645277,110,0.40045454545454545,0.3386012809210412,1.02,79.0,29.0,25.0,71.0,0.3670886075949367,0.06708860759493673,0.06185326453350426,0.3319620401186678,0.352112676056338,0.06394740175807725,SELL_HIGH,302,0.2915562913907285,-0.04040574872793934,DECLINED
646240,101,0.40594059405940597,0.40034288723855954,1.04,61.0,22.0,27.0,59.0,0.36065573770491804,0.060655737704918056,0.0055977068208464265,0.3849450838832303,0.4576271186440678,0.02762091917447508,SLIGHT_SELL,332,0.4144578313253012,0.029512747442070886,IMPROVED
647304,135,0.3688888888888889,0.3853484758768128,0.98,89.0,25.0,38.0,93.0,0.2808988764044944,-0.019101123595505587,-0.016459586987923935,0.3932127304865437,0.40860215053763443,-0.017516201630956595,NEUTRAL,294,0.3292517006802721,-0.06396102980627161,DECLINED
647351,106,0.31886792452830187,0.2947134238754795,1.0,73.0,23.0,18.0,72.0,0.3150684931506849,0.015068493150684925,0.024154500652822375,0.2947134238754795,0.25,0.020520097651967394,SLIGHT_SELL,229,0.29475982532751094,4.6401452031441526e-05,FLAT
650333,144,0.3357638888888889,0.32378719557009816,0.96,116.0,39.0,23.0,118.0,0.33620689655172414,0.036206896551724155,0.011976693318790754,0.33727832871885227,0.19491525423728814,0.021668774611964113,SLIGHT_SELL,326,0.32223926380368095,-0.015039064915171318,DECLINED
650391,83,0.30903614457831324,0.30489381677668487,0.97,54.0,13.0,23.0,50.0,0.24074074074074073,-0.05925925925925926,0.004142327801628376,0.3143235224501906,0.46,-0.02121830702272668,SLIGHT_BUY,176,0.2778409090909091,-0.03648261335928149,DECLINED
650402,148,0.2858108108108108,0.2689959403309444,1.01,91.0,31.0,29.0,94.0,0.34065934065934067,0.04065934065934068,0.01681487047986635,0.2663326141890539,0.30851063829787234,0.026352658551656083,SLIGHT_SELL,301,0.3169435215946844,0.05061090740563051,IMPROVED
650489,118,0.3347457627118644,0.30137907525608904,0.98,63.0,24.0,26.0,63.0,0.38095238095238093,0.08095238095238094,0.03336668745577537,0.30752966862866227,0.4126984126984127,0.0524009648544176,SELL_HIGH,325,0.3536923076923077,0.04616263906364543,IMPROVED
650490,144,0.321875,0.2927659850367577,0.96,100.0,28.0,56.0,105.0,0.28,-0.019999999999999962,0.029109014963242308,0.3049645677466226,0.5333333333333333,0.009465408977945398,NEUTRAL,307,0.3485342019543974,0.043569634207774766,IMPROVED
650559,140,0.32321428571428573,0.35923801428043767,0.96,90.0,30.0,41.0,95.0,0.3333333333333333,0.033333333333333326,-0.036023728566151936,0.37420626487545594,0.43157894736842106,-0.008280903806357829,NEUTRAL,325,0.31169230769230766,-0.06251395718314828,DECLINED
650859,96,0.34375,0.2637301649568474,0.95,70.0,25.0,21.0,72.0,0.35714285714285715,0.05714285714285716,0.08001983504315258,0.27761069995457627,0.2916666666666667,0.07086904388303442,SELL_HIGH,213,0.3349765258215962,0.05736582586701994,IMPROVED
656305,137,0.2937956204379562,0.3030969417774385,0.96,91.0,24.0,42.0,91.0,0.26373626373626374,-0.036263736263736246,-0.009301321339482305,0.3157259810181651,0.46153846153846156,-0.02008628730918388,SLIGHT_BUY,336,0.3626488095238095,0.04692282850564439,IMPROVED
656413,81,0.26296296296296295,0.29788999201694366,1.08,55.0,14.0,17.0,49.0,0.2545454545454545,-0.04545454545454547,-0.03492702905398071,0.2758240666823552,0.3469387755102041,-0.03913803561420661,SLIGHT_BUY,139,0.3363309352517986,0.06050686856944337,IMPROVED
656555,128,0.35546875,0.37320157933636167,1.02,76.0,18.0,29.0,75.0,0.23684210526315788,-0.06315789473684211,-0.017732829336361666,0.36588390131015847,0.38666666666666666,-0.035902855496553844,SLIGHT_BUY,223,0.31053811659192826,-0.055345784718230207,DECLINED
656582,110,0.35909090909090907,0.30250090708002664,0.96,73.0,24.0,27.0,77.0,0.3287671232876712,0.028767123287671226,0.056590002010882434,0.3151051115416944,0.35064935064935066,0.04546085052159795,SELL_HIGH,235,0.30127659574468085,-0.013828515797013552,FLAT
656775,117,0.29914529914529914,0.29664832777695593,1.04,72.0,15.0,32.0,77.0,0.20833333333333334,-0.09166666666666665,0.0024969713683432038,0.2852387767086115,0.4155844155844156,-0.035168483845660736,SLIGHT_BUY,222,0.30292792792792794,0.017689151219316468,IMPROVED
656811,85,0.4364705882352941,0.48269227821010086,1.04,62.0,19.0,27.0,61.0,0.3064516129032258,0.006451612903225823,-0.046221689974806746,0.46412719058663543,0.4426229508196721,-0.025152368823593715,SLIGHT_BUY,262,0.34618320610687026,-0.11794398447976517,DECLINED
656941,150,0.316,0.3444267682530865,1.03,67.0,17.0,43.0,77.0,0.2537313432835821,-0.04626865671641789,-0.028426768253086487,0.33439492063406456,0.5584415584415584,-0.035563523638419046,SLIGHT_BUY,307,0.3982084690553746,0.06381354842131004,IMPROVED
657041,110,0.27,0.2826238754613442,1.0,71.0,16.0,26.0,72.0,0.22535211267605634,-0.07464788732394365,-0.012623875461344192,0.2826238754613442,0.3611111111111111,-0.03743348020638397,SLIGHT_BUY,249,0.37389558232931724,0.09127170686797303,IMPROVED
657077,133,0.3466165413533835,0.348530252158878,1.01,95.0,25.0,32.0,102.0,0.2631578947368421,-0.0368421052631579,-0.0019137108054945173,0.34507945758304753,0.3137254901960784,-0.01588506858855987,NEUTRAL,328,0.2762195121951219,-0.06885994538792561,DECLINED
657136,84,0.3601190476190476,0.29446351595247217,1.04,56.0,19.0,18.0,57.0,0.3392857142857143,0.03928571428571431,0.06565553166657545,0.28313799610814633,0.3157894736842105,0.055107604714231,SELL_HIGH,244,0.3415983606557377,0.05846036454759135,IMPROVED
